document_id	line	token_index	token	token_pos	tag
121288	20	28	.	PUNCT	O
121288	20	29	We	PRON	O
121288	20	31	have	AUX	O
121288	20	32	no	DET	O
121288	20	34	bureaucracy	NOUN	O
121288	20	35	","	PUNCT	O
121288	20	36	and	CCONJ	O
121288	20	37	we	PRON	O
121288	20	39	give	VERB	O
121288	20	40	our	DET	O
121288	20	41	colleagues	NOUN	O
121288	20	42	complete	VERB	O
121288	20	43	freedom	NOUN	O
121288	20	44	to	PART	O
121288	20	46	make	VERB	O
121288	20	47	decisions	NOUN	O
121288	20	48	and	CCONJ	O
121288	20	49	achieve	VERB	O
121288	20	50	brilliant	ADJ	O
121288	20	51	results	NOUN	O
121288	20	52	.	PUNCT	O
121288	21	1	“	PUNCT	O
121288	21	2	One	NUM	O
121288	21	3	last	ADJ	O
121288	21	4	thing	NOUN	O
121288	21	5	”	PUNCT	O
121288	21	6	.	PUNCT	O
121288	21	7	Naturally	ADV	O
121288	21	8	","	PUNCT	O
121288	21	9	we	PRON	O
121288	21	11	provide	VERB	O
121288	21	12	you	PRON	O
121288	21	13	with	ADP	O
121288	21	14	everything	PRON	O
121288	21	15	you	PRON	O
121288	21	16	need	VERB	O
121288	21	17	to	PART	O
121288	21	19	stay	VERB	O
121288	21	20	focused	ADJ	O
121288	21	21	on	ADP	O
121288	21	23	what	PRON	O
121288	21	24	’s	VERB	O
121288	21	25	important	ADJ	O
121288	21	26	:	PUNCT	O
121288	22	1	Competitive	ADJ	O
121288	22	2	salary	NOUN	O
121288	22	3	that	DET	O
121288	22	4	will	VERB	O
121288	22	5	help	VERB	O
121288	22	6	you	PRON	O
121288	22	7	focus	VERB	O
121288	22	8	on	ADP	O
121288	22	10	your	DET	O
121288	22	11	projects	NOUN	O
121288	22	12	and	CCONJ	O
121288	22	13	personal	ADJ	O
121288	22	14	development	NOUN	O
121288	22	15	.	PUNCT	O
121288	23	1	Professional	ADJ	O
121288	23	2	growth	NOUN	O
121288	23	3	.	PUNCT	O
121288	23	4	Our	DET	O
121288	23	5	Development	PROPN	O
121288	23	6	team	NOUN	O
121288	23	7	is	AUX	O
121288	23	9	Middle	ADJ	O
121288	23	10	(	PUNCT	O
121288	23	11	10	NUM	O
121288	23	12	%	NOUN	O
121288	23	13	)	PUNCT	O
121288	23	14	and	CCONJ	O
121288	23	15	Senior	ADJ	O
121288	23	16	(	PUNCT	O
121288	23	17	90	NUM	O
121288	23	18	%	NOUN	O
121288	23	19	)	PUNCT	O
121288	23	20	Professionals	NOUN	O
121288	23	21	only	ADV	O
121288	23	22	.	PUNCT	O
121288	23	23	Frequent	ADJ	O
121288	23	24	internal	ADJ	O
121288	23	25	courses	NOUN	O
121288	23	26	and	CCONJ	O
121288	23	27	seminars	NOUN	O
121288	23	28	","	PUNCT	O
121288	23	29	corporate	ADJ	O
121288	23	30	library	NOUN	O
121288	23	31	","	PUNCT	O
121288	23	32	English	ADJ	O
121288	23	33	lessons	NOUN	O
121288	23	34	","	PUNCT	O
121288	23	35	and	CCONJ	O
121288	23	36	the	DET	O
121288	23	37	ability	NOUN	O
121288	23	38	to	PART	O
121288	23	40	attend	VERB	O
121288	23	41	critical	ADJ	O
121288	23	42	events	NOUN	O
121288	23	43	worldwide	ADV	O
121288	23	44	.	PUNCT	O
121288	24	1	Comfortable	ADJ	O
121288	24	2	work	NOUN	O
121288	24	3	environment	NOUN	O
121288	24	4	.	PUNCT	O
121288	24	5	A	DET	O
121288	24	7	spacious	ADJ	O
121288	24	8	office	NOUN	O
121288	24	9	with	ADP	O
121288	24	10	a	DET	O
121288	24	12	summer	NOUN	O
121288	24	13	terrace	NOUN	O
121288	24	14	located	VERB	O
121288	24	15	within	ADP	O
121288	24	16	a	DET	O
121288	25	1	5-minute	NUM	O
121288	26	1	walk	VERB	O
121288	26	2	from	ADP	O
121288	26	3	Taras	PROPN	O
121288	26	4	Shevchenko	PROPN	O
121288	26	5	metro	PROPN	O
121288	26	6	station	NOUN	O
121288	26	7	","	PUNCT	O
121288	26	8	complimentary	ADJ	O
121288	26	9	lunches	NOUN	O
121288	26	10	","	PUNCT	O
121288	26	11	Sony	PROPN	O
121288	26	12	PlayStation	PROPN	O
121288	26	14	4	NUM	O
121288	26	15	","	PUNCT	O
121288	26	16	and	CCONJ	O
121288	26	17	other	ADJ	O
121288	26	18	goodies	NOUN	O
121288	26	19	.	PUNCT	O
121288	26	20	We	PRON	O
121288	26	22	will	VERB	O
121288	26	23	provide	VERB	O
121288	26	24	you	PRON	O
121288	26	25	with	ADP	O
121288	26	26	all	DET	O
121288	26	27	the	DET	O
121288	26	28	necessary	ADJ	O
121288	26	29	equipment	NOUN	O
121288	26	30	for	ADP	O
121288	26	31	you	PRON	O
121288	26	32	to	PART	O
121288	26	34	be	AUX	O
121288	26	36	comfortable	ADJ	O
121288	26	37	and	CCONJ	O
121288	26	38	perform	VERB	O
121288	26	39	well	ADV	O
121288	26	40	.	PUNCT	O
121288	27	1	Flexible	ADJ	O
121288	27	2	work	NOUN	O
121288	27	3	hours	NOUN	O
121288	27	4	.	PUNCT	O
121288	27	5	You	PRON	O
121288	27	6	decide	VERB	O
121288	27	7	your	DET	O
121288	27	8	work	NOUN	O
121288	27	9	hours	NOUN	O
121288	27	10	.	PUNCT	O
121288	28	1	Sport	PROPN	O
121288	28	2	and	CCONJ	O
121288	28	3	Fitness	PROPN	O
121288	28	4	.	PUNCT	O
121288	28	5	Medical	ADJ	O
121288	28	6	insurance	NOUN	O
121288	28	7	","	PUNCT	O
121288	28	8	corporate	ADJ	O
121288	28	9	doctor	NOUN	O
121288	28	10	visits	NOUN	O
121288	28	11	and	CCONJ	O
121288	28	12	sports	NOUN	O
121288	28	13	activities	NOUN	O
121288	28	14	of	ADP	O
121288	28	16	your	DET	O
121288	28	17	choice	NOUN	O
121288	28	18	.	PUNCT	O
121288	29	1	Rest	VERB	O
121288	29	2	.	PUNCT	O
121288	29	3	Parties	NOUN	O
121288	29	4	","	PUNCT	O
121288	29	5	team	NOUN	O
121288	29	6	building	NOUN	O
121288	29	7	","	PUNCT	O
121288	29	8	travel	VERB	O
121288	29	9	abroad	ADV	O
121288	29	10	and	CCONJ	O
121288	29	11	more	ADJ	O
121288	29	12	.	PUNCT	O
121381	0	1	You	PRON	O
121381	0	2	have	AUX	O
121381	0	3	strong	ADJ	O
121381	0	4	experience	NOUN	O
121381	0	5	in	ADP	O
121381	0	7	development	NOUN	O
121381	0	8	of	ADP	O
121381	0	10	GUI	PROPN	U-skill
121381	0	11	in	ADP	O
121381	0	13	Qt	PROPN	U-skill
121381	0	14	(	PUNCT	O
121381	0	15	QML	PROPN	U-skill
121381	0	16	)	PUNCT	O
121381	0	17	","	PUNCT	O
121381	0	18	with	ADP	O
121381	0	19	at	ADP	O
121381	0	21	least	ADJ	O
121381	0	22	2	NUM	B-exp
121381	0	24	years	NOUN	I-exp
121381	0	25	of	ADP	I-exp
121381	0	27	experience	NOUN	L-exp
121381	0	28	","	PUNCT	O
121381	0	29	with	ADP	O
121381	0	30	good	ADJ	O
121381	0	31	understanding	NOUN	O
121381	0	32	of	ADP	O
121381	0	34	C++	PROPN	U-skill
121381	1	1	You	PRON	O
121381	1	2	have	AUX	O
121381	1	3	at	ADP	B-exp
121381	1	5	least	ADJ	I-exp
121381	1	6	5	NUM	I-exp
121381	1	8	years	NOUN	I-exp
121381	1	9	of	ADP	I-exp
121381	1	11	general	ADJ	I-exp
121381	1	12	experience	NOUN	L-exp
121381	1	13	in	ADP	O
121381	1	15	development	NOUN	O
121381	1	16	of	ADP	O
121381	1	18	GUI	PROPN	U-skill
121381	1	19	(	PUNCT	O
121381	1	20	with	ADP	O
121381	1	21	various	ADJ	O
121381	1	22	GUI	PROPN	O
121381	1	23	Frameworks	NOUN	O
121381	1	25	—	PUNCT	O
121381	1	26	WPF	PROPN	U-skill
121381	1	27	","	PUNCT	O
121381	1	28	Cocoa	PROPN	U-skill
121381	1	29	","	PUNCT	O
121381	1	30	WxWidget	PROPN	U-skill
121381	1	31	","	PUNCT	O
121381	1	32	etc	X	O
121381	1	33	.	X	O
121381	1	34	—	PUNCT	O
121381	1	36	but	CCONJ	O
121381	1	37	obviously	ADV	O
121381	1	39	Qt	PROPN	U-skill
121381	1	40	is	AUX	O
121381	1	42	preferred	VERB	O
121381	1	43	)	PUNCT	O
121381	2	1	You	PRON	O
121381	2	2	know	VERB	O
121381	2	3	what	PRON	O
121381	2	4	makes	VERB	O
121381	2	5	a	DET	O
121381	2	7	good	ADJ	O
121381	2	8	user	NOUN	O
121381	2	9	experience	NOUN	O
121381	2	10	(	PUNCT	O
121381	2	11	both	CCONJ	O
121381	2	13	UX	PROPN	U-skill
121381	2	14	and	CCONJ	O
121381	2	15	UI	PROPN	U-skill
121381	2	16	)	PUNCT	O
121381	3	1	You	PRON	O
121381	3	2	are	AUX	O
121381	3	3	very	ADV	O
121381	3	4	familiar	ADJ	O
121381	3	5	with	ADP	O
121381	3	6	Continuous	ADJ	B-skill
121381	3	7	Integration	NOUN	L-skill
121381	3	8	(	PUNCT	O
121381	3	9	automated	VERB	B-skill
121381	3	10	tests	NOUN	L-skill
121381	3	11	","	PUNCT	O
121381	3	12	shipping	NOUN	O
121381	3	13	of	ADP	O
121381	3	15	software	NOUN	O
121381	3	16	with	ADP	O
121381	3	17	short	ADJ	O
121381	3	18	cycles	NOUN	O
121381	3	19	)	PUNCT	O
121381	4	1	Testing	NOUN	O
121381	4	2	is	AUX	O
121381	4	4	a	DET	O
121381	4	6	priority	NOUN	O
121381	4	7	for	ADP	O
121381	4	8	you	PRON	O
121381	4	9	(	PUNCT	O
121381	4	10	automated	VERB	B-skill
121381	4	11	tests	NOUN	L-skill
121381	4	12	","	PUNCT	O
121381	4	13	but	CCONJ	O
121381	4	14	you	PRON	O
121381	4	15	’re	VERB	O
121381	4	16	also	ADV	O
121381	4	17	ready	ADJ	O
121381	4	18	to	PART	O
121381	4	20	help	NOUN	O
121381	4	21	to	PART	O
121381	4	23	do	AUX	O
121381	4	25	some	DET	O
121381	4	26	manual	ADJ	B-skill
121381	4	27	tests	NOUN	L-skill
121381	4	28	at	ADP	O
121381	4	30	the	DET	O
121381	4	31	beginning	NOUN	O
121381	4	32	of	ADP	O
121381	4	34	the	DET	O
121381	4	35	project	NOUN	O
121381	4	36	)	PUNCT	O
121381	5	1	You	PRON	O
121381	5	2	have	AUX	O
121381	5	3	experience	NOUN	O
121381	5	4	in	ADP	O
121381	5	6	an	DET	O
121381	5	8	Agile	ADJ	U-skill
121381	5	9	team	NOUN	O
121381	5	10	(	PUNCT	O
121381	5	11	ideally	ADV	O
121381	5	12	Scrum	PROPN	U-skill
121381	5	13	)	PUNCT	O
121381	5	14	","	PUNCT	O
121381	5	15	and	CCONJ	O
121381	5	16	you	PRON	O
121381	5	17	like	SCONJ	O
121381	5	18	teamwork	NOUN	O
121381	6	1	You	PRON	O
121381	6	2	can	VERB	O
121381	6	3	communicate	VERB	O
121381	6	4	efficiently	ADV	O
121381	6	5	in	ADP	O
121381	6	7	English	PROPN	O
121381	6	8	(	PUNCT	O
121381	6	9	spoken	VERB	O
121381	6	10	and	CCONJ	O
121381	6	11	written	VERB	O
121381	6	12	)	PUNCT	O
121381	7	1	You	PRON	O
121381	7	2	have	AUX	O
121381	7	3	got	VERB	O
121381	7	4	experience	NOUN	O
121381	7	5	in	ADP	O
121381	7	7	development	NOUN	O
121381	7	8	with	ADP	O
121381	7	9	cross	NOUN	B-skill
121381	7	10	platforms	NOUN	L-skill
121381	7	11	(	PUNCT	O
121381	7	12	Windows	PROPN	U-skill
121381	7	13	","	PUNCT	O
121381	7	14	macOS	PROPN	U-skill
121381	7	15	","	PUNCT	O
121381	7	16	Linux	PROPN	U-skill
121381	7	17	)	PUNCT	O
121381	8	1	Experience	NOUN	O
121381	8	2	in	ADP	O
121381	8	4	Lightroom	PROPN	B-skill
121381	8	5	/	SYM	I-skill
121381	8	6	Photoshop	PROPN	L-skill
121381	8	7	plug	NOUN	O
121381	8	8	-	PUNCT	O
121381	8	9	ins	NOUN	O
121381	8	10	development	NOUN	O
121381	8	11	is	AUX	O
121381	8	13	a	DET	O
121381	8	15	plus	NOUN	O
121381	9	1	GPU	PROPN	U-skill
121381	9	2	skills	NOUN	O
121381	9	3	(	PUNCT	O
121381	9	4	for	ADP	O
121381	9	5	display	NOUN	O
121381	9	6	)	PUNCT	O
121381	9	7	are	AUX	O
121381	9	8	a	DET	O
121381	9	10	plus	NOUN	O
121381	9	11	","	PUNCT	O
121381	9	12	knowledge	NOUN	O
121381	9	13	of	ADP	O
121381	9	15	JavaScript	PROPN	U-skill
121381	9	16	is	AUX	O
121381	9	18	a	DET	O
121381	9	20	plus	NOUN	O
121381	10	1	If	SCONJ	O
121381	10	3	you	PRON	O
121381	10	4	like	VERB	O
121381	10	5	photography	NOUN	O
121381	10	6	and	CCONJ	O
121381	10	7	have	AUX	O
121381	10	8	used	VERB	O
121381	10	9	some	DET	O
121381	10	10	photography	NOUN	B-skill
121381	10	11	software	NOUN	L-skill
121381	10	12	","	PUNCT	O
121381	10	13	it	PRON	O
121381	10	15	will	VERB	O
121381	10	16	be	AUX	O
121381	10	18	a	DET	O
121381	10	20	plus	NOUN	O
121381	10	21	.	PUNCT	O
121381	11	1	Cross	ADJ	O
121381	11	2	-	PUNCT	O
121381	11	3	platform	NOUN	O
121381	11	4	(	PUNCT	O
121381	11	5	Windows	PROPN	O
121381	11	6	","	PUNCT	O
